Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID,Wards,Community Areas,Zip Codes,Census Tracts,Historical Wards 2003-2015
2020,101407,CA 23,Not Submitted,15 23 N ABERDEEN ST,60607,0.0,false,NEAR WEST SIDE,,145682,,,,,,,,,,,,,,,,41.87399385,-87.651678,"(41.87399385, -87.651678)",2020-101407,48,29,14917,97,8
2020,256759,,Not Submitted,1533 W.Warren Blvd,,0.0,false,,,57390,,,,,,,,,,,,,,,,41.88425,-87.63245,"(41.88425, -87.63245)",2020-256759,36,38,14310,92,22
2020,105609,,Not Submitted,426 432 W BRIAR PL,60657,0.0,false,LAKE VIEW,,55328,,,,,,,,,,,,,,,,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2020-105609,25,57,4449,710,38
2020,159310,(ILCH2138) - The Lex [external],Not Submitted,2138 S Indiana Ave,60616,0.0,false,NEAR SOUTH SIDE,,368876,,,,,,,,,,,,,,,,41.85321746,-87.62304215,"(41.85321746, -87.62304215)",2020-159310,9,34,21194,374,48
2020,254173,Sullivan Station Apartments,Not Submitted,1060 E  41st St,60609,0.0,false,Oakland,,140106,,,,,,,,,,,,,,,,41.8203237,-87.64564,"(41.8203237, -87.64564)",2020-254173,48,59,14924,123,26
2020,155614,,Not Submitted,3447 3457 W FOSTER AVE,60625,0.0,false,NORTH PARK,,52200,,,,,,,,,,,,,,,,41.97208235,-87.70234945,"(41.97208235, -87.70234945)",2020-155614,24,6,21849,620,46
2020,117535,Parker Elementary -CPS,Not Submitted,6800 S Stewart Ave,60621,0.0,false,ENGLEWOOD,,279300,,,,,,,,,,,,,,,,41.77087567,-87.63274822,"(41.77087567, -87.63274822)",2020-117535,32,66,21559,479,31
2020,174209,The Superior at LaSalle Condominium Association,Not Submitted,150  W SUPERIOR ST,60654,0.0,false,NEAR NORTH SIDE,,165000,,,,,,,,,,,,,,,,41.89198218,-87.63699623,"(41.89198218, -87.63699623)",2020-174209,36,37,4446,652,22
2020,172637,,Not Submitted,800 900 W 115TH ST,60643,0.0,false,MORGAN PARK,,170500,,,,,,,,,,,,,,,,41.6981819,-87.66236671,"(41.6981819, -87.66236671)",2020-172637,42,74,22212,380,33
2020,165143,Chicago Historical Society,Not Submitted,1601 N Clark St,60614,0.0,false,LINCOLN PARK,,270160,,,,,,,,,,,,,,,,41.91200258,-87.63150649,"(41.91200258, -87.63150649)",2020-165143,34,68,21190,271,51
2020,112013,,Not Submitted,6455  W BELLE PLAINE AVE,60634,0.0,false,DUNNING,,76911,,,,,,,,,,,,,,,,41.94530408,-87.80186746,"(41.94530408, -87.80186746)",2020-112013,19,17,22254,396,39
2020,173880,,Not Submitted,6942 6960 N WOLCOTT AVE,60626,0.0,false,ROGERS PARK,,61000,,,,,,,,,,,,,,,,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2020-173880,5,10,21853,358,3
2020,148904,,Not Submitted,3727 3741 N MILWAUKEE AVE,60641,0.0,false,Irving Park,,57585,,,,,,,,,,,,,,,,41.9461514,-87.74708,"(41.9461514, -87.74708)",2020-148904,21,15,22618,360,25
2020,256575,South Loop Elementary School,Not Submitted,1601 S Dearborn St,60616,0.0,false,Near South Side,,120192,,,,,,,,,,,,,,,,41.84238,-87.6271736,"(41.84238, -87.6271736)",2020-256575,9,1,21194,377,12
2020,112157,Waveland Gardens,Not Submitted,626 640 W WAVELAND AVE,60613,0.0,false,LAKE VIEW,,56000,,,,,,,,,,,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2020-112157,18,57,21186,725,13
2020,256535,Artis of Lakeview (Senior Living),Not Submitted,3535 N Ashland Ave,60657,0.0,false,Lake View,,95660,,,,,,,,,,,,,,,,41.94168,-87.6581,"(41.94168, -87.6581)",2020-256535,25,57,4449,710,38
2020,175232,,Not Submitted,1401  E HYDE PARK BLVD,60615,0.0,false,HYDE PARK,,52285,,,,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)",2020-175232,33,8,21192,147,1
2020,250141,180 N Wacker Dr,Not Submitted,180 N Wacker Dr,60606,0.0,false,LOOP,,70909,,,,,,,,,,,,,,,,41.88533471,-87.63725343,"(41.88533471, -87.63725343)",2020-250141,36,38,14914,92,22
2020,105472,,Not Submitted,5816  N SHERIDAN RD,60660,0.0,false,EDGEWATER,,80654,,,,,,,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-105472,16,76,4451,536,40
2020,173487,Catherine Courts Condo Association,Not Submitted,5306 5310 N CHESTER AVE,60656,0.0,false,OHARE,,101710,,,,,,,,,,,,,,,,41.97087009,-87.79892589,"(41.97087009, -87.79892589)",2020-173487,29,36,4448,700,34
2020,256826,,Not Submitted,1201 W Lake Street,,0.0,false,,,140646,,,,,,,,,,,,,,,,41.88425,-87.63245,"(41.88425, -87.63245)",2020-256826,36,38,14310,92,22
2020,251460,Dodge -CPS,Not Submitted,2651 W Washington Blvd,60612,0.0,false,EAST GARFIELD PARK,,77000,,,,,,,,,,,,,,,,41.882915,-87.692789,"(41.882915, -87.692789)",2020-251460,46,28,21184,38,48
2020,256804,,Not Submitted,810 W WAYMAN ST,60607,0.0,false,Near West Side,,50000,,,,,,,,,,,,,,,,41.88321,-87.65877,"(41.88321, -87.65877)",2020-256804,46,29,14917,63,41
2020,103495,,Not Submitted,7465  S SOUTH SHORE DR,60649,0.0,false,SOUTH SHORE,,85230,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2020-103495,33,39,22538,453,32
2020,103620,ACIA AG Auto LLC,Not Submitted,1530 N Dayton St,60642,0.0,false,NEAR NORTH SIDE,,412000,,,,,,,,,,,,,,,,41.910106,-87.649495,"(41.910106, -87.649495)",2020-103620,11,37,22620,108,51
2020,113158,,Not Submitted,2001  S CALUMET AVE,60616,0.0,false,NEAR SOUTH SIDE,,107847,,,,,,,,,,,,,,,,41.84550365,-87.63055693,"(41.84550365, -87.63055693)",2020-113158,48,35,21194,346,26
2020,256786,,Not Submitted,2823 W BELMONT AVE,60618,0.0,false,Avondale,,50000,,,,,,,,,,,,,,,,41.950725,-87.70793,"(41.950725, -87.70793)",2020-256786,20,16,21538,325,2
2020,105604,,Not Submitted,525 531 W ARLINGTON PL,60614,0.0,false,LINCOLN PARK,,70000,,,,,,,,,,,,,,,,41.92201051,-87.65461957,"(41.92201051, -87.65461957)",2020-105604,34,68,21190,797,16
2020,176009,The Westgate,Not Submitted,804 812 W VAN BUREN ST,60607,0.0,false,NEAR WEST SIDE,,86488,,,,,,,,,,,,,,,,41.87667805,-87.64803069,"(41.87667805, -87.64803069)",2020-176009,46,29,14917,91,41
2020,162209,St. Edmund's Episcopal Church,Not Submitted,6105 S Michigan Ave,60637,0.0,false,WASHINGTON PARK,,60000,,,,,,,,,,,,,,,,41.78350218,-87.62163947,"(41.78350218, -87.62163947)",2020-162209,4,7,22260,404,53
2020,103580,Good Shepherd Manor,Not Submitted,6720  S CORNELL AVE,60649,0.0,false,SOUTH SHORE,,160776,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2020-103580,33,39,22538,453,32
2020,175961,300 North Elizabeth,Not Submitted,300 N Elizabeth St,60607,1.0,false,NEAR WEST SIDE,Office,127872,1908,1,,6,14720377.7,3885985.6,,,,145.5,354.2,148.6,359.8,2503.8,19.6,41.88673,-87.658898,"(41.88673, -87.658898)",2020-175961,46,29,14917,63,41
2020,256806,,Not Submitted,3435 W MONTROSE AVE,,0.0,false,Irving Park,,50000,,,,,,,,,,,,,,,,41.88425,-87.63245,"(41.88425, -87.63245)",2020-256806,36,38,14310,92,22
2020,103573,,Not Submitted,6446 6458 S KENWOOD AVE,60637,0.0,false,WOODLAWN,,71595,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2020-103573,4,9,22260,470,53
2020,103409,,Not Submitted,7733  S SOUTH SHORE DR,60649,0.0,false,SOUTH SHORE,,70812,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2020-103409,33,39,22538,453,32
2020,105483,,Not Submitted,5200 5220 N SHERIDAN RD,60640,0.0,false,EDGEWATER,,124097,,,,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",2020-105483,18,31,22616,633,37
2020,147816,,Not Submitted,6101 6111 N CLARK ST,60660,0.0,false,EDGEWATER,,63000,,,,,,,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-147816,16,76,4451,536,40
2020,144123,Parkville Condominiums,Not Submitted,5726 5744 S DR MARTIN LUTHER KING JR DR,60637,0.0,false,WASHINGTON PARK,,52789,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2020-144123,4,9,22260,470,53
2020,174221,025110 - Stony Island Plaza,Not Submitted,1617 - 1754 E 95th St,60617,0.0,false,SOUTH DEERING,,417431,,,,,,,,,,,,,,,,41.7212352,-87.58427361,"(41.7212352, -87.58427361)",2020-174221,37,48,21202,252,43
2020,171972,Little Village Plaza,Not Submitted,3045 3101 W 26TH ST,60623,0.0,false,SOUTH LAWNDALE,,72949,,,,,,,,,,,,,,,,41.84367927,-87.70195553,"(41.84367927, -87.70195553)",2020-171972,1,32,21569,124,29
2020,132435,,Not Submitted,1335 1345 W LAKE ST,60607,0.0,false,NEAR WEST SIDE,,85200,,,,,,,,,,,,,,,,41.88492505,-87.65972076,"(41.88492505, -87.65972076)",2020-132435,46,29,14917,63,41
2020,255931,,Not Submitted,5748 N Hermitage Ave,60660,0.0,false,EDGEWATER,,75660,,,,,,,,,,,,,,,,41.99013,-87.66068,"(41.99013, -87.66068)",2020-255931,16,76,4451,536,40
2020,251894,Robeson HS -CPS,Not Submitted,6821 S Normal,60621,0.0,false,ENGLEWOOD,,190104,,,,,,,,,,,,,,,,41.77034,-87.637238,"(41.77034, -87.637238)",2020-251894,32,66,21559,479,31
2020,128243,,Not Submitted,4909 W DIVISION ST,60651,0.0,false,AUSTIN,,88336,,,,,,,,,,,,,,,,41.90231302,-87.74920023,"(41.90231302, -87.74920023)",2020-128243,45,26,4299,585,4
2020,256791,,Not Submitted,4101 W 76TH ST,60652,0.0,false,West Lawn,,50000,,,,,,,,,,,,,,,,41.747225,-87.7068,"(41.747225, -87.7068)",2020-256791,30,69,4300,199,6
2020,173620,Horwitz & Co.,Not Submitted,651 W Washington Blvd,60661,0.0,false,NEAR WEST SIDE,,226000,,,,,,,,,,,,,,,,41.88311341,-87.64488033,"(41.88311341, -87.64488033)",2020-173620,36,29,4452,784,41
2020,252069,Chicago South Loop Hotel,Not Submitted,11 W 26th St,60616,0.0,false,DOUGLAS,,106640,,,,,,,,,,,,,,,,41.84555045,-87.62731921,"(41.84555045, -87.62731921)",2020-252069,9,1,21194,377,12
2020,255938,LDS Church Clark Street Meetinghouse,Not Submitted,822 N Clark St,60610,0.0,false,NEAR NORTH SIDE,,116057,,,,,,,,,,,,,,,,41.9056301,-87.6322449,"(41.9056301, -87.6322449)",2020-255938,11,37,14926,17,22
2020,256571,,Not Submitted,175 S Wells St,60606,0.0,false,Loop,,200000,,,,,,,,,,,,,,,,41.882715,-87.63533,"(41.882715, -87.63533)",2020-256571,36,38,14914,92,22
2020,256841,,Not Submitted,1649 Broadway,60657,0.0,false,,,69000,,,,,,,,,,,,,,,,41.939695,-87.66901,"(41.939695, -87.66901)",2020-256841,18,57,4449,742,16
2020,146965,,Not Submitted,1610 1620 W FULLERTON AVE,60614,0.0,false,LINCOLN PARK,,52683,,,,,,,,,,,,,,,,41.92201051,-87.65461957,"(41.92201051, -87.65461957)",2020-146965,34,68,21190,797,16
2020,254261,Pencil Factory Lofts,Not Submitted,1800 West Roscoe,60657,0.0,false,North Center,,215000,,,,,,,,,,,,,,,,41.8842525,-87.63245,"(41.8842525, -87.63245)",2020-254261,36,38,14310,92,22
2020,256793,,Not Submitted,4346 N HONORE ST,60613,0.0,false,North Center,,50000,,,,,,,,,,,,,,,,41.954025,-87.670265,"(41.954025, -87.670265)",2020-256793,18,57,21186,689,13
2020,101177,,Not Submitted,6901 6921 S PAXTON AVE,60649,0.0,false,SOUTH SHORE,,73708,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2020-101177,33,39,22538,453,32
2020,175441,Instituto Health Sciences Career Academy,Not Submitted,2520 S Western Ave,60608,0.0,false,LOWER WEST SIDE,,93000,,,,,,,,,,,,,,,,41.8456699,-87.68586921,"(41.8456699, -87.68586921)",2020-175441,26,33,14920,204,8
2020,175130,,Not Submitted,5925  N PAULINA ST,60660,0.0,false,EDGEWATER,,50173,,,,,,,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-175130,16,76,4451,536,40
2020,256765,,Not Submitted,2750 N ELSTON AVE,60647,0.0,false,Logan Square,,50000,,,,,,,,,,,,,,,,41.921025,-87.691375,"(41.921025, -87.691375)",2020-256765,41,23,22535,323,24
2020,160336,Congressman George W. Collins Apartments,Not Submitted,1401 S Blue Island Ave,60608,0.0,false,NEAR WEST SIDE,,179850,,,,,,,,,,,,,,,,41.86302485,-87.65535755,"(41.86302485, -87.65535755)",2020-160336,26,29,14920,760,8
2020,158265,Randolph Tower City,Not Submitted,188 W Randolph St,60601,0.0,false,LOOP,,369145,,,,,,,,,,,,,,,,41.88480581,-87.63360796,"(41.88480581, -87.63360796)",2020-158265,36,38,14309,92,22
2020,172296,,Not Submitted,412  S WELLS ST,60607,0.0,false,LOOP,,60200,,,,,,,,,,,,,,,,41.87399385,-87.651678,"(41.87399385, -87.651678)",2020-172296,48,29,14917,97,8
2020,173862,,Not Submitted,5123  N SHERIDAN RD,60640,0.0,false,UPTOWN,,100263,,,,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",2020-173862,18,31,22616,633,37
2020,138293,,Not Submitted,4617 4625 N SHERIDAN RD,60640,0.0,false,UPTOWN,,51699,,,,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",2020-138293,18,31,22616,633,37
2020,158424,Virgin Hotels Chicago,Not Submitted,203 209 N WABASH AVE,60601,0.0,false,LOOP,,198000,,,,,,,,,,,,,,,,41.88619746,-87.62593056,"(41.88619746, -87.62593056)",2020-158424,36,38,14309,580,22
2020,117005,Evergreen Tower II,Not Submitted,1343  N CLEVELAND AVE,60610,0.0,false,NEAR NORTH SIDE,,50000,,,,,,,,,,,,,,,,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2020-117005,46,37,14926,148,41
2020,158420,Millenium on LaSalle,Not Submitted,29 S LaSalle St,60603,0.0,false,LOOP,,340887,,,,,,,,,,,,,,,,41.88116139,-87.63181347,"(41.88116139, -87.63181347)",2020-158420,36,38,14311,92,22
2020,252086,Palmer House Office Center - Thor Equities,Not Submitted,27 E Monroe St,60603,0.0,false,LOOP,,61100,,,,,,,,,,,,,,,,41.88063204,-87.62649085,"(41.88063204, -87.62649085)",2020-252086,36,38,14311,367,22
2020,103312,,Not Submitted,199  E LAKE SHORE DR,60611,0.0,false,NEAR NORTH SIDE,,69150,,,,,,,,,,,,,,,,41.89579275,-87.62247957,"(41.89579275, -87.62247957)",2020-103312,11,37,21182,158,22
2020,251996,Prairie Point Condominium,Not Submitted,1600 S Prairie Ave,60616,0.0,false,NEAR SOUTH SIDE,,358000,,,,,,,,,,,,,,,,41.85994896,-87.62127871,"(41.85994896, -87.62127871)",2020-251996,9,34,21194,374,48
2020,156021,717 N Michigan Ave,Not Submitted,717 N Michigan Ave,60611,0.0,false,NEAR NORTH SIDE,,61612,,,,,,,,,,,,,,,,41.895382,-87.624213,"(41.895382, -87.624213)",2020-156021,36,37,21182,158,22
2020,103682,,Not Submitted,4624  S ELLIS AVE,60653,0.0,false,KENWOOD,,100332,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)",2020-103682,10,4,4301,583,1
2020,159528,(ILCH353) - Echelon [external],Not Submitted,353 N Des Plaines St,60661,0.0,false,NEAR WEST SIDE,,333262,,,,,,,,,,,,,,,,41.88838308,-87.64399483,"(41.88838308, -87.64399483)",2020-159528,36,29,4452,784,22
2020,124456,,Not Submitted,4901 4917 W IRVINGPARK RD,60641,0.0,false,PORTAGE PARK,,54000,,,,,,,,,,,,,,,,41.95295868,-87.75088136,"(41.95295868, -87.75088136)",2020-124456,50,15,22618,360,20
2020,111555,,Not Submitted,300 W NORTH AVE,60610,0.0,false,LINCOLN PARK,,116032,,,,,,,,,,,,,,,,41.90383853,-87.63667998,"(41.90383853, -87.63667998)",2020-111555,11,37,14926,290,51
2020,173760,Commodore Green Brier Landmark Condominium Association,Not Submitted,559 561 W SURF ST,60657,0.0,false,LAKE VIEW,,101500,,,,,,,,,,,,,,,,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2020-173760,25,57,4449,710,38
2020,251549,Peterson Early Childhood,Not Submitted,3256 W BRYN MAWR AVE,60659,0.0,false,NORTH PARK,,82500,,,,,,,,,,,,,,,,41.98279432,-87.71026412,"(41.98279432, -87.71026412)",2020-251549,38,13,4450,167,46
2020,251354,"King Elementary, William H.",Not Submitted,740 S CAMPBELL AVE,60612,0.0,false,NEAR WEST SIDE,,51400,,,,,,,,,,,,,,,,41.87181368,-87.68913531,"(41.87181368, -87.68913531)",2020-251354,23,29,21184,756,48
2020,223537,,Not Submitted,5348-5358 N Cumberland Ave,60656,0.0,false,OHARE,,104280,,,,,,,,,,,,,,,,41.97645061,-87.83664806,"(41.97645061, -87.83664806)",2020-223537,29,75,4448,8,34
2020,254976,The Gallery on Wells,Not Submitted,637 N WELLS ST,60654,0.0,false,Near North Side,,442410,,,,,,,,,,,,,,,,41.89349836,-87.634056,"(41.89349836, -87.634056)",2020-254976,36,37,4446,670,22
2020,175461,,Not Submitted,1818 1828 E 72ND ST,60649,0.0,false,SOUTH SHORE,,72105,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2020-175461,33,39,22538,453,32
2020,251911,Cardenas Elementary -CPS,Not Submitted,2345 S Millard Ave,60623,0.0,false,SOUTH LAWNDALE,,65670,,,,,,,,,,,,,,,,41.84837956,-87.71570703,"(41.84837956, -87.71570703)",2020-251911,28,32,21569,754,14
2020,103205,,Not Submitted,7260  S SOUTH SHORE DR,60649,0.0,false,SOUTH SHORE,,99523,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2020-103205,33,39,22538,453,32
2020,101263,,Not Submitted,900  W ARGYLE ST,60640,0.0,false,UPTOWN,,72000,,,,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",2020-101263,18,31,22616,633,37
2020,252076,UNO Officer Donald J. Marquez Charter School,Not Submitted,2916 W 47TH ST,60632,0.0,false,BRIGHTON PARK,,64150,,,,,,,,,,,,,,,,41.80856277,-87.69718607,"(41.80856277, -87.69718607)",2020-252076,3,55,22248,85,49
2020,256456,,Not Submitted,2815-27 N. Leavitt Street,60618,0.0,false,NORTH CENTER,,58514,,,,,,,,,,,,,,,,41.93264373,-87.68095429,"(41.93264373, -87.68095429)",2020-256456,41,46,21538,616,24
2020,117358,,Not Submitted,5125  S KENWOOD AVE,60615,0.0,false,HYDE PARK,,57439,,,,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)",2020-117358,33,8,21192,147,1
2020,175745,,Not Submitted,1340  S MICHIGAN AVE,60605,0.0,false,NEAR SOUTH SIDE,,54000,,,,,,,,,,,,,,,,41.86863212,-87.62730687,"(41.86863212, -87.62730687)",2020-175745,10,38,14913,368,48
2020,256675,Signature Lofts,Not Submitted,1750 N Wolcott Avenue,,0.0,false,,,76256,,,,,,,,,,,,,,,,41.88425,-87.63245,"(41.88425, -87.63245)",2020-256675,36,38,14310,92,22
2020,256846,,Not Submitted,6 S. Laflin,60607,0.0,false,,,180000,,,,,,,,,,,,,,,,41.88321,-87.65877,"(41.88321, -87.65877)",2020-256846,46,29,14917,63,41
2020,131999,,Not Submitted,646 652 S CLARK ST,60605,0.0,false,LOOP,,50400,,,,,,,,,,,,,,,,41.86863212,-87.62730687,"(41.86863212, -87.62730687)",2020-131999,10,38,14913,368,48
2020,254361,Mila Chicago,Not Submitted,201 N GARLAND CT,60601,0.0,false,Loop,,592050,,,,,,,,,,,,,,,,41.8858198,-87.62537143,"(41.8858198, -87.62537143)",2020-254361,36,38,14309,580,22
2020,158958,Jackson Park Hospital,Not Submitted,7531 S Stony Island Ave,60649,0.0,false,SOUTH SHORE,,520525,,,,,,,,,,,,,,,,41.75763999,-87.585176,"(41.75763999, -87.585176)",2020-158958,35,39,22538,188,9
2020,252078,UNO Soccer Academy High School,Not Submitted,5025 S ST LOUIS,60632,0.0,false,GAGE PARK,,93408,,,,,,,,,,,,,,,,41.80806486,-87.71097656,"(41.80806486, -87.71097656)",2020-252078,8,55,22248,640,49
2020,256829,,Not Submitted,366 W. Superior,60654,0.0,false,,,122916,,,,,,,,,,,,,,,,41.892375,-87.63491,"(41.892375, -87.63491)",2020-256829,36,37,4446,652,22
2020,254365,Wolf Point West,Not Submitted,326 N ORLEANS ST,60654,0.0,false,Near North Side,,430000,,,,,,,,,,,,,,,,41.8921691,-87.63413579,"(41.8921691, -87.63413579)",2020-254365,36,37,4446,652,22
2020,158748,American Islamic College,Not Submitted,640 W Irving Park Rd,60613,0.0,false,UPTOWN,,200024,,,,,,,,,,,,,,,,41.95492194,-87.64598619,"(41.95492194, -87.64598619)",2020-158748,39,31,21186,636,37
2020,109278,,Not Submitted,8509 8525 W CATHERINE AVE,60656,0.0,false,OHARE,,110000,,,,,,,,,,,,,,,,41.97087009,-87.79892589,"(41.97087009, -87.79892589)",2020-109278,29,36,4448,700,34
2020,175984,,Not Submitted,1140  N LASALLE ST,60610,0.0,false,NEAR NORTH SIDE,,80408,,,,,,,,,,,,,,,,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2020-175984,46,37,14926,148,41
2020,254067,Hedgerow Condominium Association,Not Submitted,1645 E. 54th St.,60615,0.0,false,Hyde Park,,127800,,,,,,,,,,,,,,,,41.8022432,-87.60352,"(41.8022432, -87.60352)",2020-254067,33,8,21192,147,1
2020,137570,EuroFurniture,Not Submitted,2145 W Grand Ave,60612,0.0,false,WEST TOWN,,68000,,,,,,,,,,,,,,,,41.89052803,-87.68112699,"(41.89052803, -87.68112699)",2020-137570,49,25,21184,547,10
2020,255951,COOK COUNTY CENTRAL CAMPUS HEALTH CENTER,Not Submitted,1950 W Polk St,60612,,true,NEAR WEST SIDE,,264974,,,,,,,,,,,,,,,,41.8776449,-87.6741299,"(41.8776449, -87.6741299)",2020-255951,46,29,21184,90,48
2020,235137,2909 North Sheridan Condominium Homes,Not Submitted,2909 N Sheridan Rd,60657,0.0,false,LAKE VIEW,,241217,,,,,,,,,,,,,,,,41.93470953,-87.63865509,"(41.93470953, -87.63865509)",2020-235137,25,57,4449,153,38
2020,260123,,Not Submitted,5355 5371 N DELPHIA AVE,60656,0.0,false,OHARE,,110000,,,,,,,,,,,,,,,,41.97087009,-87.79892589,"(41.97087009, -87.79892589)",2020-260123,29,36,4448,700,34
2020,102136,,Not Submitted,5301 5311 W WASHINGTON BLVD,60644,0.0,false,AUSTIN,,51631,,,,,,,,,,,,,,,,41.88039405,-87.75826967,"(41.88039405, -87.75826967)",2020-102136,23,26,22216,674,11
2020,175819,,Not Submitted,5638 5646 N CLARK ST,60660,0.0,false,EDGEWATER,,114842,,,,,,,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-175819,16,76,4451,536,40
2020,124056,,Not Submitted,211 223 S STATE ST,60604,0.0,false,LOOP,,152025,,,,,,,,,,,,,,,,41.8789412,-87.62766418,"(41.8789412, -87.62766418)",2020-124056,36,38,14912,367,22
2020,227696,Opera Lofts,Not Submitted,2545 S DEARBORN ST,60616,0.0,false,NEAR SOUTH SIDE,,246335,,,,,,,,,,,,,,,,41.84616943,-87.62781662,"(41.84616943, -87.62781662)",2020-227696,9,34,21194,193,12
2020,175484,,Not Submitted,935 W CHESTNUT ST,60642,0.0,false,WEST TOWN,,72000,,,,,,,,,,,,,,,,41.89842276,-87.6515682,"(41.89842276, -87.6515682)",2020-175484,46,25,22620,109,41
2020,254356,"British International School of Chicago, South Loop",Not Submitted,161 W 9TH ST,60605,0.0,false,Loop,,75714,,,,,,,,,,,,,,,,41.86821025,-87.62733306,"(41.86821025, -87.62733306)",2020-254356,10,38,14913,368,48
2020,100507,,Not Submitted,4950 4952 S PRAIRIE AVE,60615,0.0,false,GRAND BOULEVARD,,60840,,,,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)",2020-100507,33,8,21192,147,1
2020,254011,Sheridan Grande Condominium Association,Not Submitted,4848 N Sheridan Rd,60640,0.0,false,Uptown,,142264,,,,,,,,,,,,,,,,41.9726457,-87.66491,"(41.9726457, -87.66491)",2020-254011,18,31,22616,633,37
2020,175521,,Not Submitted,5460 5470 S HARPER AVE,60615,0.0,false,HYDE PARK,,68515,,,,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)",2020-175521,33,8,21192,147,1
2020,256531,,Not Submitted,180 N Ada Street,60607,0.0,false,Near West Side,,,,,,,,,,,,,,,,,,41.86387004,-87.64681941,"(41.86387004, -87.64681941)",2020-256531,48,29,14917,97,8
2020,251453,"Melody Elementary, Genevieve",Not Submitted,412 S KEELER AVE,60624,0.0,false,WEST GARFIELD PARK,,69100,,,,,,,,,,,,,,,,41.8747364,-87.73080361,"(41.8747364, -87.73080361)",2020-251453,23,27,21572,717,36
2020,251378,"Wentworth, Daniel S",Not Submitted,6950 S SANGAMON ST,60621,0.0,false,ENGLEWOOD,,57000,,,,,,,,,,,,,,,,41.76757395,-87.64848804,"(41.76757395, -87.64848804)",2020-251378,32,66,21559,410,17
2020,173635,,Not Submitted,125  W OHIO ST,60654,0.0,false,NEAR NORTH SIDE,,86000,,,,,,,,,,,,,,,,41.89198218,-87.63699623,"(41.89198218, -87.63699623)",2020-173635,36,37,4446,652,22
2020,100683,,Not Submitted,7000  S PARNELL AVE,60621,0.0,false,ENGLEWOOD,,54892,,,,,,,,,,,,,,,,41.7761313,-87.64068948,"(41.7761313, -87.64068948)",2020-100683,4,66,21559,435,53
2020,256770,,Not Submitted,1531 W HOWARD ST,60626,0.0,false,Rogers Park,,50000,,,,,,,,,,,,,,,,42.005425,-87.667915,"(42.005425, -87.667915)",2020-256770,5,10,21853,358,3
2020,174123,Stewart Business Center,Not Submitted,400 W 76th St,60620,0.0,false,GREATER GRAND CROSSING,,220000,,,,,,,,,,,,,,,,41.75649308,-87.63510631,"(41.75649308, -87.63510631)",2020-174123,32,67,21554,495,17
2020,175411,,Not Submitted,7350  S PHILLIPS AVE,60649,0.0,false,SOUTH SHORE,,109956,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2020-175411,33,39,22538,453,32
