DataYear,ID,PropertyName,ReportingStatus,Address,ZIPCode,ChicagoEnergyRating,ExemptFromChicagoEnergyRating,CommunityArea,PrimaryPropertyType,GrossFloorArea,YearBuilt,NumberOfBuildings,WaterUse,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI,TotalGHGEmissions,GHGIntensity,Latitude,Longitude,Location,Row_ID,Wards,CommunityAreas,ZipCodes,CensusTracts,HistoricalWards2003-2015
2017,129459,Lurie Children's Stanley Manne Children's Research Institute,Submitted,2430 N. Halsted Street,60614,nan,,LINCOLN PARK,Laboratory,102215.0,1992.0,1,,,25103585.0,37945226.0,,,,616.8,1161.0,635.0,1176.3,6657.0,65.1,41.92651485,-87.64916423,"(41.92651485, -87.64916423)",2017-129459,34,68,21190.0,769,51
2019,129459,Stanley Manne Children's Research Institute,Submitted,2430 N Halsted St,60614,2.0,False,LINCOLN PARK,Laboratory,119415.0,1993.0,1,,,18871355.7,48837600.1,,,,567.0,871.9,567.0,,5733.5,48.0,41.92651485,-87.64916423,"(41.92651485, -87.64916423)",2019-129459,34,68,21190.0,769,51
2021,129459,2430 N Halsted,Submitted,2430 N Halsted St,60614,2.0,False,LINCOLN PARK,Laboratory,150729.0,1993.0,1,,,15642805.3,26829052.8,0.0,0.0,,339.5,575.3,339.5,575.3,3659.2,29.2,41.92651485,-87.64916423,"(41.92651485, -87.64916423)",2021-129459,34,68,21190.0,769,51
2017,129621,Chalet Living and Rehab,Submitted,7350 n. Sheridan rd.,60626,nan,,ROGERS PARK,Senior Care Community,67004.0,1976.0,1,,,,,,,,,,,,,,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2017-129621,5,10,21853.0,358,3
2018,129621,Chalet Living and Rehab,Submitted,7350 n. Sheridan rd.,60626,1.0,False,ROGERS PARK,Senior Care Community,67004.0,1976.0,1,9249.0,6,3807044.8,12297738.9,,,,240.4,351.8,237.9,348.4,1286.5,19.2,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2018-129621,5,10,21853.0,358,3
2019,129621,Chalet Living and Rehab,Submitted,7350 7352 N SHERIDAN RD,60626,1.0,False,ROGERS PARK,Senior Care Community,67004.0,1976.0,1,,5,3639072.0,12706497.2,,,,243.9,,,,,,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2019-129621,5,10,21853.0,358,3
2021,129621,Chalet Living and Rehab,Submitted,7350 7352 N SHERIDAN RD,60626,1.0,False,ROGERS PARK,Senior Living Community,77004.0,1976.0,1,,7,3832249.2,11074439.0,0.0,0.0,,222.5,333.7,237.0,344.8,1135.6,16.9,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2021-129621,5,10,21853.0,358,3
2017,129652,Madison Throop Place,Submitted,1247 1249 W Madison St,60607,nan,,NEAR WEST SIDE,Multifamily Housing,156489.0,2016.0,2,,85,2556731.0,4974766.0,,,,48.1,84.7,50.8,87.9,737.0,4.7,41.87429514,-87.65017516,"(41.87429514, -87.65017516)",2017-129652,48,29,14917.0,97,8
2018,129652,Madison Throop Place,Submitted,1247 1249 W Madison St,60607,4.0,False,NEAR WEST SIDE,Multifamily Housing,156489.0,2016.0,2,1243.0,84,2384288.5,6522179.7,,,,56.9,86.4,55.4,84.8,743.1,4.7,41.87429514,-87.65017516,"(41.87429514, -87.65017516)",2018-129652,48,29,14917.0,97,8
2019,129652,Madison Throop Place,Submitted,1247 1249 W MADISON ST,60607,4.0,False,NEAR WEST SIDE,Multifamily Housing,156489.0,2016.0,2,,93,2288141.8,4949423.8,,,,46.2,,,,,,41.87429514,-87.65017516,"(41.87429514, -87.65017516)",2019-129652,48,29,14917.0,97,8
2021,129652,1247-1249 West Madison LLC,Submitted,1247 1249 W MADISON ST,60607,4.0,False,NEAR WEST SIDE,Multifamily Housing,158777.0,2016.0,1,,91,2235887.0,4473770.6,0.0,0.0,,42.9,70.0,45.1,72.0,557.0,3.6,41.87429514,-87.65017516,"(41.87429514, -87.65017516)",2021-129652,48,29,14917.0,97,8
2015,129735,Villa at Windsor Park,Submitted,2649 E 75th St,60649,nan,,SOUTH SHORE,Senior Care Community,97826.0,1998.0,1,,15,5859581.0,7948600.0,,,,141.2,273.4,143.6,274.1,1600.0,16.3,41.759248,-87.559768,"(41.759248, -87.559768)",2015-129735,37,39,22538.0,421,43
2016,129735,Villa at Windsor Park,Submitted,2649 E 75th St,60649,nan,,SOUTH SHORE,Senior Care Community,97826.0,1998.0,1,,17,5739594.7,8370005.9,,,,144.2,274.1,147.6,273.6,1502.5,15.4,41.759248,-87.559768,"(41.759248, -87.559768)",2016-129735,37,39,22538.0,421,43
2017,129735,Villa at Windsor Park,Submitted,2649 E 75th St,60649,nan,,SOUTH SHORE,Senior Care Community,97826.0,1998.0,1,,21,5483070.0,7439946.0,,,,132.1,255.8,137.2,260.9,1409.0,14.4,41.759248,-87.559768,"(41.759248, -87.559768)",2017-129735,37,39,22538.0,421,43
2018,129735,Villa at Windsor Park,Submitted,2649 E 75th St,60649,1.0,False,SOUTH SHORE,Senior Care Community,97826.0,1998.0,1,7451.0,16,5520762.7,9302782.3,,,,151.5,257.9,149.8,255.8,1412.6,14.4,41.759248,-87.559768,"(41.759248, -87.559768)",2018-129735,37,39,22538.0,421,43
2019,129735,Villa at Windsor Park,Submitted,2649 E 75th St,60649,1.0,False,SOUTH SHORE,Senior Care Community,97826.0,1998.0,1,,12,5032403.2,11320619.7,,,,167.2,,,,,,41.759248,-87.559768,"(41.759248, -87.559768)",2019-129735,37,39,22538.0,421,43
2021,129735,Villa at Windsor Park,Submitted,2649 E 75th St,60649,2.0,False,SOUTH SHORE,Senior Living Community,97826.0,1998.0,1,,27,5300651.2,7152400.0,0.0,0.0,,127.3,228.5,130.2,228.7,1137.0,11.6,41.759248,-87.559768,"(41.759248, -87.559768)",2021-129735,37,39,22538.0,421,43
2015,129920,The Thompson Building,Submitted,350 N. Clark St.,60654,nan,,NEAR NORTH SIDE,Office,111033.0,1912.0,1,,25,10279329.0,2788787.0,,,,117.7,317.1,120.1,322.4,2213.0,19.9,41.88857037,-87.63107707,"(41.88857037, -87.63107707)",2015-129920,36,37,4446.0,670,22
2016,129920,The Thompson Building,Submitted,350 N. Clark St.,60654,nan,,NEAR NORTH SIDE,Office,111033.0,1912.0,1,,32,9668120.4,2457372.2,,,,109.2,296.7,112.5,303.5,1912.6,17.2,41.88857037,-87.63107707,"(41.88857037, -87.63107707)",2016-129920,36,37,4446.0,670,22
2017,129920,The Thompson Building,Submitted,350 N. Clark St.,60654,nan,,NEAR NORTH SIDE,Office,111033.0,1912.0,1,,28,9855811.0,2690500.0,,,,113.0,304.2,116.8,313.4,1965.2,17.7,41.88857037,-87.63107707,"(41.88857037, -87.63107707)",2017-129920,36,37,4446.0,670,22
2018,129920,The Thompson Building,Submitted,350 N. Clark St.,60654,1.0,False,NEAR NORTH SIDE,Office,111033.0,1912.0,1,2655.0,18,10181145.3,2559900.1,,,,114.8,281.0,113.3,277.3,1829.7,16.5,41.88857037,-87.63107707,"(41.88857037, -87.63107707)",2018-129920,36,37,4446.0,670,22
2019,129920,The Thompson Building,Submitted,350 N Clark St,60654,1.0,False,NEAR NORTH SIDE,Office,111033.0,1912.0,1,,26,9979096.9,2652299.9,,,,113.8,276.7,112.0,,1801.0,16.2,41.88857037,-87.63107707,"(41.88857037, -87.63107707)",2019-129920,36,37,4446.0,670,22
2021,129920,The Thompson Building,Submitted,350 N Clark St,60654,3.0,False,NEAR NORTH SIDE,Office,111033.0,1912.0,1,,46,7361263.8,2387600.1,0.0,0.0,,87.8,208.2,89.6,211.2,1178.2,10.6,41.88857037,-87.63107707,"(41.88857037, -87.63107707)",2021-129920,36,37,4446.0,670,22
2016,130162,Freehand Hotel Chicago,Submitted,19 East Ohio,60611,nan,,NEAR NORTH SIDE,Hotel,73250.0,1927.0,1,,88,3119161.7,3702353.7,,,,93.1,186.8,96.4,190.2,771.6,10.5,41.89235352,-87.62732985,"(41.89235352, -87.62732985)",2016-130162,36,37,21182.0,626,22
2017,130162,Freehand Hotel Chicago,Submitted,19 East Ohio,60611,nan,,NEAR NORTH SIDE,Hotel,73250.0,1927.0,1,,88,2813916.0,4488636.0,,,,99.7,185.0,,,758.7,10.4,41.89235352,-87.62732985,"(41.89235352, -87.62732985)",2017-130162,36,37,21182.0,626,22
2021,130162,Freehand Hotel Chicago,Submitted,19 E OHIO ST,60611,4.0,False,NEAR NORTH SIDE,Hotel,73250.0,1927.0,1,,87,2619344.3,3667408.5,0.0,0.0,,85.8,152.7,89.8,156.8,568.9,7.8,41.89235352,-87.62732985,"(41.89235352, -87.62732985)",2021-130162,36,37,21182.0,626,22
2015,130168,Garfield Park Behavioral Hospital,Submitted,520 N. Ridgeway,60624,nan,,HUMBOLDT PARK,Other - Specialty Hospital,53446.0,1964.0,1,,,3720035.0,5759314.0,,,,177.4,331.7,183.4,338.0,1053.0,19.7,41.89051346,-87.72017723,"(41.89051346, -87.72017723)",2015-130168,46,24,21572.0,584,41
2016,130168,Garfield Park Behavioral Hospital,Submitted,520 N. Ridgeway,60624,nan,,HUMBOLDT PARK,Other - Specialty Hospital,53446.0,1964.0,1,,,,,,,,,,,,,,41.89051346,-87.72017723,"(41.89051346, -87.72017723)",2016-130168,46,24,21572.0,584,41
2017,130168,Garfield Park Behavioral Hospital,Submitted,520 N. Ridgeway,60624,nan,,HUMBOLDT PARK,Other - Specialty Hospital,53446.0,1964.0,1,,,,,,,,,,,,,,41.89051346,-87.72017723,"(41.89051346, -87.72017723)",2017-130168,46,24,21572.0,584,41
2019,130168,Garfield Park Behavioral Hospital,Submitted,520 N Ridgeway Ave,60624,3.0,False,HUMBOLDT PARK,Other - Specialty Hospital,53446.0,1964.0,1,2020.0,,3973209.2,6370364.9,,,,193.5,333.3,192.0,,999.4,18.7,41.89051346,-87.72017723,"(41.89051346, -87.72017723)",2019-130168,46,24,21572.0,584,41
2021,130168,Garfield Park Behavioral Hospital,Submitted,520 N Ridgeway Ave,60624,3.0,False,HUMBOLDT PARK,Other - Specialty Hospital,97684.0,1964.0,1,,,4388347.2,5331960.2,0.0,0.0,,181.9,334.7,186.9,335.8,910.0,17.0,41.89051346,-87.72017723,"(41.89051346, -87.72017723)",2021-130168,46,24,21572.0,584,41
2015,130379,444 North Wabash,Submitted,444 North Wabash,60611,nan,,NEAR NORTH SIDE,Office,57780.0,1895.0,1,,,3616433.0,5175812.0,,,,152.2,290.6,152.2,290.6,1002.0,17.3,41.89014125,-87.62668587999998,"(41.89014125, -87.62668588)",2015-130379,36,37,21182.0,626,22
2016,130379,444 North Wabash,Submitted,444 North Wabash,60611,nan,,NEAR NORTH SIDE,Office,57780.0,1895.0,1,,,4543692.2,4367066.6,,,,154.2,326.3,157.1,329.3,1069.5,18.5,41.89014125,-87.62668588,"(41.89014125, -87.62668588)",2016-130379,36,37,21182.0,626,22
2017,130379,444 North Wabash,Submitted,444 North Wabash,60611,nan,,NEAR NORTH SIDE,Office,57780.0,1895.0,1,,,4165114.0,4123186.0,,,,143.4,301.3,150.3,312.2,989.1,17.1,41.89014125,-87.62668588,"(41.89014125, -87.62668588)",2017-130379,36,37,21182.0,626,22
2018,130379,444 North Wabash,Submitted,444 North Wabash,60611,4.0,False,NEAR NORTH SIDE,Office,57780.0,1895.0,1,1462.0,,3189274.2,4202495.7,,,,127.9,230.9,125.9,228.7,753.8,13.0,41.89014125,-87.62668588,"(41.89014125, -87.62668588)",2018-130379,36,37,21182.0,626,22
2019,130379,444 N WABASH AVE,Submitted,444 N WABASH AVE,60611,4.0,False,NEAR NORTH SIDE,Office,57780.0,1895.0,1,,,3091677.7,4009228.2,,,,122.9,222.7,120.5,,727.3,12.6,41.89014125,-87.62668588,"(41.89014125, -87.62668588)",2019-130379,36,37,21182.0,626,22
2021,130379,,Submitted,444 N WABASH AVE,60611,0.0,False,NEAR NORTH SIDE,,57400.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,41.89014125,-87.62668588,"(41.89014125, -87.62668588)",2021-130379,36,37,21182.0,626,22
2016,130442,210 N Green,Submitted,210 N Green Street,60607,nan,,NEAR WEST SIDE,Office,92741.0,1893.0,1,,91,3491878.3,674440.6,,,,44.9,125.9,44.9,125.9,679.4,7.3,41.88630274,-87.649191,"(41.88630274, -87.649191)",2016-130442,46,29,14917.0,63,41
2017,130442,210 N Green,Submitted,210 N Green Street,60607,nan,,NEAR WEST SIDE,Office,92741.0,1893.0,1,,94,3750815.0,427512.0,,,,45.1,131.8,45.6,132.4,716.2,7.7,41.88630274,-87.649191,"(41.88630274, -87.649191)",2017-130442,46,29,14917.0,63,41
2018,130442,210-220 N Green,Submitted,210 N Green Street,60607,4.0,False,NEAR WEST SIDE,Office,92741.0,1893.0,1,1659.0,79,5331891.5,133300.0,,,,58.9,162.5,58.9,162.5,894.1,9.6,41.88630274,-87.649191,"(41.88630274, -87.649191)",2018-130442,46,29,14917.0,63,41
2019,130442,210 N GREEN ST,Submitted,210 N GREEN ST,60607,4.0,False,NEAR WEST SIDE,Office,92741.0,1893.0,1,,73,4604439.4,5457496.8,,,,108.5,,,,,,41.88630274,-87.649191,"(41.88630274, -87.649191)",2019-130442,46,29,14917.0,63,41
2021,130442,210-220 N Green St.,Submitted,210 N GREEN ST,60607,4.0,False,NEAR WEST SIDE,Office,92741.0,1893.0,1,,94,3154145.3,1675700.2,0.0,0.0,,52.1,114.2,54.0,116.2,539.5,5.8,41.88630274,-87.649191,"(41.88630274, -87.649191)",2021-130442,46,29,14917.0,63,41
2015,130453,833 West Jackson,Submitted,833 West Jackson,60607,nan,,NEAR WEST SIDE,Office,79197.0,1930.0,1,,95,2659268.0,719636.0,,,,42.7,115.0,43.5,115.8,573.0,7.2,41.87773944,-87.64874491,"(41.87773944, -87.64874491)",2015-130453,46,29,14917.0,91,48
2016,130453,833 West Jackson,Submitted,833 West Jackson,60607,nan,,NEAR WEST SIDE,Office,79197.0,1930.0,1,,95,2527705.1,893338.2,,,,43.2,112.1,44.9,113.8,513.4,6.5,41.87773944,-87.64874491,"(41.87773944, -87.64874491)",2016-130453,46,29,14917.0,91,48
2017,130453,833 West Jackson,Submitted,833 West Jackson,60607,nan,,NEAR WEST SIDE,Office,64998.0,1930.0,1,,91,2323959.0,1356988.0,,,,56.6,134.2,59.3,137.0,501.8,7.7,41.87773944,-87.64874491,"(41.87773944, -87.64874491)",2017-130453,46,29,14917.0,91,48
2018,130453,833 West Jackson,Submitted,833 West Jackson,60607,4.0,False,NEAR WEST SIDE,Office,64998.0,1930.0,1,394.0,66,2510160.6,1922724.1,,,,68.2,139.2,66.4,137.3,519.7,8.0,41.87773944,-87.64874491,"(41.87773944, -87.64874491)",2018-130453,46,29,14917.0,91,48
2019,130453,833 W Jackson Blvd,Submitted,833 W Jackson Blvd,60607,4.0,False,NEAR WEST SIDE,Office,64998.0,1930.0,1,,88,2465514.6,1369915.1,,,,59.0,,,,,,41.87773944,-87.64874491,"(41.87773944, -87.64874491)",2019-130453,46,29,14917.0,91,48
2021,130453,833 West Jackson,Submitted,833 W Jackson Blvd,60607,4.0,False,NEAR WEST SIDE,Office,67879.0,1930.0,1,,89,1672576.0,1100795.4,0.0,0.0,,40.9,86.0,40.9,86.0,297.4,4.4,41.87773944,-87.64874491,"(41.87773944, -87.64874491)",2021-130453,46,29,14917.0,91,48
2019,130553,4700 N MARINE DR,Submitted,4700 N MARINE DR,60640,4.0,False,UPTOWN,Medical Office,135093.0,2006.0,1,,90,3405659.8,4060392.2,,,,55.3,102.1,55.0,,782.2,5.8,41.96762739,-87.64972733,"(41.96762739, -87.64972733)",2019-130553,39,31,22616.0,636,37
2015,130634,Academy of General Dentistry,Submitted,560 - 566 W. Lake,60661,nan,,NEAR WEST SIDE,Office,113151.0,1920.0,1,,82,5761479.0,,,,,50.9,159.9,52.3,164.3,1158.0,10.2,41.88592549,-87.64270985,"(41.88592549, -87.64270985)",2015-130634,36,29,4452.0,784,22
2016,130634,Academy of General Dentistry,Submitted,560 - 566 W. Lake,60661,nan,,NEAR WEST SIDE,Office,113151.0,1920.0,1,,83,5679529.9,,,,,50.2,157.6,52.5,164.8,1046.9,9.3,41.88592549,-87.64270985,"(41.88592549, -87.64270985)",2016-130634,36,29,4452.0,784,22
2017,130634,Academy of General Dentistry,Submitted,560 - 566 W. Lake,60661,nan,,NEAR WEST SIDE,Office,113151.0,1920.0,1,,81,5790457.0,,,,,51.2,160.7,53.9,169.2,1070.6,9.5,41.88592549,-87.64270985,"(41.88592549, -87.64270985)",2017-130634,36,29,4452.0,784,22
2018,130634,Academy of General Dentistry,Submitted,560 - 566 W. Lake,60661,3.0,False,NEAR WEST SIDE,Office,113151.0,1920.0,1,735.0,61,6109824.0,,,,,54.0,151.2,52.9,148.2,1016.5,9.0,41.88592549,-87.64270985,"(41.88592549, -87.64270985)",2018-130634,36,29,4452.0,784,22
2019,130634,Academy of General Dentistry,Submitted,560 - 566 W Lake St,60661,3.0,False,NEAR WEST SIDE,Office,113151.0,1920.0,1,,67,6290984.2,,,,,55.6,,,,,,41.88592549,-87.64270985,"(41.88592549, -87.64270985)",2019-130634,36,29,4452.0,784,22
2021,130634,Academy of General Dentistry,Submitted,560 - 566 W Lake St,60661,3.5,False,NEAR WEST SIDE,Office,113151.0,1920.0,1,,75,5426973.7,0.0,0.0,0.0,,48.0,134.3,50.1,140.4,775.1,6.9,41.88592549,-87.64270985,"(41.88592549, -87.64270985)",2021-130634,36,29,4452.0,784,22
2016,130726,"768 West Jackson, LLC",Submitted,768 W. Jackson Blvd.,60661,nan,,NEAR WEST SIDE,Multifamily Housing,56000.0,1885.0,1,,74,1832308.8,2113411.2,,,,70.5,142.4,74.5,146.6,450.0,8.0,41.87826383,-87.64674826,"(41.87826383, -87.64674826)",2016-130726,46,29,4452.0,786,41
2017,130726,"768 West Jackson, LLC",Submitted,768 W. Jackson Blvd.,60661,nan,,NEAR WEST SIDE,Multifamily Housing,56000.0,1885.0,1,,64,2060732.0,1757471.0,,,,68.2,148.5,71.0,151.4,474.4,8.5,41.87826383,-87.64674826,"(41.87826383, -87.64674826)",2017-130726,46,29,4452.0,786,41
2018,130726,"768 West Jackson, LLC",Submitted,768 W. Jackson Blvd.,60661,3.0,False,NEAR WEST SIDE,Multifamily Housing,56000.0,1885.0,1,2169.0,68,2372428.4,1249668.0,,,,64.7,142.1,63.0,137.5,461.1,8.2,41.87826383,-87.64674826,"(41.87826383, -87.64674826)",2018-130726,46,29,4452.0,786,41
2019,130726,"768 West Jackson, LLC",Submitted,766 778 W JACKSON BLVD,60661,3.5,False,NEAR WEST SIDE,Multifamily Housing,56000.0,1885.0,1,,79,2294413.0,678904.3,,,,53.1,127.5,52.6,,417.8,7.5,41.87826383,-87.64674826,"(41.87826383, -87.64674826)",2019-130726,46,29,4452.0,786,41
2021,130726,"768 West Jackson, LLC",Submitted,766 778 W JACKSON BLVD,60661,3.5,False,NEAR WEST SIDE,Multifamily Housing,56000.0,1885.0,1,,76,2151838.5,1091561.4,0.0,0.0,,57.9,128.1,62.0,134.0,365.3,6.5,41.87826383,-87.64674826,"(41.87826383, -87.64674826)",2021-130726,46,29,4452.0,786,41
2016,130758,The Regal,Submitted,651 S. Wells,60607,nan,,LOOP,Multifamily Housing,99552.0,1950.0,1,,70,3503588.3,,,,,35.2,110.5,36.9,115.9,645.8,6.5,41.87399385,-87.651678,"(41.87399385, -87.651678)",2016-130758,48,29,14917.0,97,8
2017,130758,The Regal,Submitted,651 S. Wells,60607,nan,,LOOP,Multifamily Housing,99552.0,1950.0,1,,69,3391176.0,,,,,34.1,107.0,35.9,112.8,627.0,6.3,41.87399385,-87.651678,"(41.87399385, -87.651678)",2017-130758,48,29,14917.0,97,8
2018,130758,The Regal,Submitted,651 S. Wells,60607,3.5,False,LOOP,Multifamily Housing,99552.0,1950.0,1,3173.0,72,3751476.9,,,,,37.7,105.5,36.8,102.9,624.1,6.3,41.87399385,-87.651678,"(41.87399385, -87.651678)",2018-130758,48,29,14917.0,97,8
2019,130758,The Regal,Submitted,651  S WELLS ST,60607,3.0,False,LOOP,Multifamily Housing,99552.0,1950.0,1,,66,3845023.7,,,,,38.6,,,,,,41.87399385,-87.651678,"(41.87399385, -87.651678)",2019-130758,48,29,14917.0,97,8
2021,130758,The Regal,Submitted,651  S WELLS ST,60607,3.0,False,LOOP,Multifamily Housing,99552.0,1950.0,1,,70,3618357.8,0.0,0.0,0.0,,36.3,101.8,37.9,106.1,516.8,5.2,41.87399385,-87.651678,"(41.87399385, -87.651678)",2021-130758,48,29,14917.0,97,8
2018,130882,832 West Fulton LLC,Submitted,832-856 W Fulton Market,60607,nan,True,NEAR WEST SIDE,Mixed Use Property,96554.0,2017.0,1,6042.0,,13430897.9,13924050.8,,,,283.3,540.9,283.4,539.8,2974.0,30.8,41.8870513,-87.64927047,"(41.8870513, -87.64927047)",2018-130882,46,29,14917.0,63,41
2019,130882,832 854 W FULTON MARKET,Submitted,832 854 W FULTON MARKET,60607,nan,True,NEAR WEST SIDE,Mixed Use Property,96554.0,2017.0,1,,,11282562.8,14611368.7,,,,268.2,,,,,,41.8870513,-87.64927047,"(41.8870513, -87.64927047)",2019-130882,46,29,14917.0,63,41
2021,130882,832 West Fulton LLC,Submitted,832 854 W FULTON MARKET,60607,nan,True,NEAR WEST SIDE,Mixed Use Property,118640.0,2017.0,1,,,10461604.9,9948506.5,0.0,0.0,,211.4,411.6,217.3,417.8,2022.6,20.9,41.8870513,-87.64927047,"(41.8870513, -87.64927047)",2021-130882,46,29,14917.0,63,41
2017,130910,Wicker Park Commons 130910,Submitted,1279 N. Milwaukee Avenue,60622,nan,,WEST TOWN,Other - Mall,52307.0,1990.0,1,,,4829184.0,468779.0,,,,101.3,299.3,107.6,317.5,917.8,17.5,41.91320618,-87.68140368,"(41.91320618, -87.68140368)",2017-130910,40,25,22535.0,179,16
2016,131155,217 N. Jefferson,Submitted,217 N. Jefferson,60661,nan,,NEAR WEST SIDE,Office,58044.0,1938.0,1,,3,8500366.8,912266.9,,,,162.2,476.3,162.2,476.3,1615.3,27.8,41.88321395,-87.64336601,"(41.88321395, -87.64336601)",2016-131155,36,29,4452.0,784,22
2017,131155,217 N. Jefferson,Submitted,217 N. Jefferson,60661,nan,,NEAR WEST SIDE,Office,58044.0,1938.0,1,,12,6433094.0,234003.0,,,,114.9,352.2,114.9,352.2,1201.9,20.7,41.88321395,-87.64336601,"(41.88321395, -87.64336601)",2017-131155,36,29,4452.0,784,22
2018,131155,217 N. Jefferson,Submitted,217 N. Jefferson,60661,1.0,False,NEAR WEST SIDE,Office,58044.0,1938.0,1,370.0,4,6827487.1,553629.6,,,,127.2,339.4,127.2,339.4,1165.3,20.1,41.88321395,-87.64336601,"(41.88321395, -87.64336601)",2018-131155,36,29,4452.0,784,22
2019,131155,217 221 N JEFFERSON ST,Submitted,217 221 N JEFFERSON ST,60661,1.0,False,NEAR WEST SIDE,Office,58044.0,1938.0,1,,8,6707831.6,504997.2,,,,124.3,,,,,,41.88321395,-87.64336601,"(41.88321395, -87.64336601)",2019-131155,36,29,4452.0,784,22
2021,131155,217 N. Jefferson,Submitted,217 221 N JEFFERSON ST,60661,1.0,False,NEAR WEST SIDE,Office,58044.0,1938.0,1,,17,5458831.5,420557.4,0.0,0.0,,101.3,270.9,101.3,270.9,802.0,13.8,41.88321395,-87.64336601,"(41.88321395, -87.64336601)",2021-131155,36,29,4452.0,784,22
2019,131236,CoreSite,Submitted,427 S LaSalle St,60605,4.0,False,LOOP,Data Center,160000.0,1919.0,1,,97,112471223.2,,,,,702.9,,,,,,41.876267,-87.63166,"(41.876267, -87.63166)",2019-131236,10,38,14913.0,92,48
2021,131236,CH1,Submitted,427 S LaSalle St,60605,4.0,False,LOOP,Data Center,160000.0,1919.0,1,,94,133830104.3,0.0,0.0,0.0,,836.4,2342.0,836.4,2342.0,19114.5,119.5,41.876267,-87.63166,"(41.876267, -87.63166)",2021-131236,10,38,14913.0,92,48
2015,131291,29 N. Wacker,Submitted,29 N. Wacker,60606,nan,,LOOP,Office,139171.0,1951.0,1,,85,5807425.0,6854148.0,,,,91.0,182.7,94.9,186.9,1531.0,11.0,41.88268681,-87.63674118999998,"(41.88268681, -87.63674119)",2015-131291,36,38,14914.0,92,22
2016,131291,29 N. Wacker,Submitted,29 N. Wacker,60606,nan,,LOOP,Office,137963.8,1951.0,1,,67,8350924.6,6388947.4,,,,106.8,238.7,113.7,244.3,1878.6,13.6,41.88268681,-87.63674119,"(41.88268681, -87.63674119)",2016-131291,36,38,14914.0,92,22
2017,131291,N Wacker Dr (EPL),Submitted,29 North Wacker Drive,60606,nan,,LOOP,Office,137554.0,1961.0,1,,,7693818.0,,,,,,,,,,,41.88268681,-87.63674119,"(41.88268681, -87.63674119)",2017-131291,36,38,14914.0,92,22
2018,131291,N Wacker Dr (EPL),Submitted,29 North Wacker Drive,60606,3.0,False,LOOP,Office,137554.0,1951.0,1,2288.0,53,6963168.7,7606129.6,,,,105.9,199.8,106.8,200.7,1562.4,11.4,41.88268681,-87.63674119,"(41.88268681, -87.63674119)",2018-131291,36,38,14914.0,92,22
2019,131291,29 N Wacker Dr,Submitted,29 N Wacker Dr,60606,3.5,False,LOOP,Office,137252.3,1951.0,1,,73,5990482.5,6923979.9,,,,94.1,,,,,,41.88268681,-87.63674119,"(41.88268681, -87.63674119)",2019-131291,36,38,14914.0,92,22
2021,131291,29 N Wacker Dr,Submitted,29 N Wacker Dr,60606,3.5,False,LOOP,Office,149904.0,1951.0,1,,77,3878444.3,6210540.3,0.0,0.0,,73.3,126.4,79.1,132.4,883.8,6.4,41.88268681,-87.63674119,"(41.88268681, -87.63674119)",2021-131291,36,38,14914.0,92,22
2015,131375,"BAI Century, LLC",Submitted,2828 N. Clark St.,60657,nan,,LAKE VIEW,Enclosed Mall,171000.0,1925.0,1,,,18178959.0,9406368.0,,,,161.3,391.6,164.4,394.8,4152.0,24.3,41.93377119,-87.64632294,"(41.93377119, -87.64632294)",2015-131375,25,57,4449.0,684,38
2016,131375,"BAI Century, LLC",Submitted,2828 N. Clark St.,60657,nan,,LAKE VIEW,Enclosed Mall,174386.0,1925.0,1,,,14609211.6,6115165.2,,,,118.8,299.9,122.7,303.9,3017.6,17.3,41.93377119,-87.64632294,"(41.93377119, -87.64632294)",2016-131375,25,57,4449.0,684,38
2017,131375,"BAI Century, LLC",Submitted,2828 N. Clark St.,60657,nan,,LAKE VIEW,Enclosed Mall,174386.0,1925.0,1,,,13240044.0,5098194.0,,,,105.2,269.1,107.6,271.7,2718.8,15.6,41.93377119,-87.64632294,"(41.93377119, -87.64632294)",2017-131375,25,57,4449.0,684,38
2018,131375,"BAI Century, LLC",Submitted,2828 N. Clark St.,60657,2.0,False,LAKE VIEW,Enclosed Mall,174386.0,1925.0,1,2873.0,,13006086.8,6313388.4,,,,110.8,246.8,110.8,246.8,2499.1,14.3,41.93377119,-87.64632294,"(41.93377119, -87.64632294)",2018-131375,25,57,4449.0,684,38
2019,131375,"BAI Century, LLC",Submitted,2828 N Clark St,60657,nan,True,LAKE VIEW,Enclosed Mall,174386.0,1925.0,1,,,12380244.1,8050406.4,,,,117.2,,,,,,41.93377119,-87.64632294,"(41.93377119, -87.64632294)",2019-131375,25,57,4449.0,684,38
2021,131375,"BAI Century, LLC",Submitted,2828 N Clark St,60657,1.0,False,LAKE VIEW,Enclosed Mall,174386.0,1925.0,1,,,11418039.6,6785143.3,0.0,0.0,,104.4,224.2,107.9,227.9,1991.2,11.4,41.93377119,-87.64632294,"(41.93377119, -87.64632294)",2021-131375,25,57,4449.0,684,38
