Data Year,ID,PropertyName,ReportingStatus,Address,ZIPCode,ChicagoEnergyRating,ExemptFromChicagoEnergyRating,CommunityArea,PrimaryPropertyType,GrossFloorArea,TotalGHGEmissions,GHGIntensity,YearBuilt,NumberOfBuildings,WaterUse,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI,Latitude,Longitude,Location,Row_ID,Wards,CommunityAreas,ZipCodes,CensusTracts,HistoricalWards2003-2015
2020,159649,Belmont Tower Apartments,Submitted Data,510 W Belmont Ave,60657,4,FALSE,LAKE VIEW,Multifamily Housing,"345,808","1,738.4",6.2,1970,1,,76,"4,731,640.8","18,825,640.2",,,,84.4,118.3,88.2,122.3,41.94030774,-87.64275862,"(41.94030774, -87.64275862)",2020-159649,25,57,4449,169,38
2020,251946,1010 Lake Shore Association,Submitted Data,1010 N Lake Shore Drive,60611,1,FALSE,NEAR NORTH SIDE,Multifamily Housing,"231,000","2,966.5",7.4,1928,1,,23,"12,610,304.9","18,797,449.0",,,,78.7,138.0,82.2,141.6,41.900883,-87.624237,"(41.900883, -87.624237)",2020-251946,36,37,21182,104,22
2020,228455,,Submitted Data,1850-1856 N Clark St,60614,1,FALSE,LINCOLN PARK,Multifamily Housing,"246,000","1,957.9",10.2,1969,1,,21,"6,150,113.3","18,790,842.2",,,,129.8,192.4,135.5,198.0,41.91645312,-87.63490931,"(41.91645312, -87.63490931)",2020-228455,34,68,21190,271,51
2020,105391,Southland Preservation,Submitted Data,6253  S MICHIGAN AVE,60637,2.5,FALSE,WASHINGTON PARK,Multifamily Housing,"190,420","1,711.4",9.0,1971,1,,36,"4,574,549.9","18,780,008.0",,,,122.6,170.8,122.4,170.2,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2020-105391,4,9,22260,470,53
2020,231205,Cornell Village,Submitted Data,5201 S Cornell Ave,60615,4,FALSE,HYDE PARK,Multifamily Housing,"302,000","1,799.5",6.2,1969,1,,65,"5,142,477.5","18,769,029.3",,,,82.7,118.0,87.3,122.4,41.80086685,-87.58562562,"(41.80086685, -87.58562562)",2020-231205,33,8,21192,405,1
2020,242172,Two East Oak Condominium Association,Submitted Data,2 E Oak St,60611,1.5,FALSE,NEAR NORTH SIDE,Multifamily Housing,"253,772","2,065.9",8.1,1971,1,,36,"6,857,768.8","18,743,659.8",,,,100.9,153.2,106.5,159.3,41.900744,-87.6282,"(41.900744, -87.6282)",2020-242172,36,37,14926,104,22
2020,159525,Columbus Plaza,Submitted Data,233 E Wacker Dr,60601,1,FALSE,LOOP,Multifamily Housing,"443,853","4,662.1",10.5,1980,1,,7,"23,531,472.5","18,630,583.7",,,,95.0,192.5,100.5,204.9,41.88761895,-87.6212023,"(41.88761895, -87.6212023)",2020-159525,36,38,14309,580,22
2020,244318,The Edge Lofts & Tower Condominium Association,Submitted Data,210 S Des Plaines St,60661,1,FALSE,NEAR WEST SIDE,Multifamily Housing,"353,135","2,392.4",10.1,2004,1,,14,"8,998,699.6","18,600,712.2",,,,116.0,188.1,119.2,190.8,41.87894567,-87.64445559,"(41.87894567, -87.64445559)",2020-244318,36,29,4452,786,48
2020,103798,Federal Railroad Retirement Board,Submitted Data,844 W Rush St,60611,,TRUE,NEAR NORTH SIDE,Office,"383,007","3,029.6",7.9,1923,4,,,"13,087,596.0","18,582,911.7",,,,82.7,146.6,86.4,150.5,41.89797613,-87.62622715,"(41.89797613, -87.62622715)",2020-103798,36,37,21182,104,22
2020,103621,SpringHill Suites - Residence Inn,Submitted Data,400 410 N Dearborn St,60654,3.5,FALSE,NEAR NORTH SIDE,Hotel,"369,707","2,680.6",7.3,2000,1,,57,"10,877,637.0","18,506,601.2",,,,79.5,134.9,81.7,137.3,41.88948997,-87.62960735,"(41.88948997, -87.62960735)",2020-103621,36,37,4446,670,22
2020,250043,Fenger Achievement Academy -CPS,Submitted Data,11220 S Wallace St,60628,4,FALSE,ROSELAND,K-12 School,"341,000","1,637.2",4.8,1926,1,,79,"4,205,664.3","18,466,879.4",,,,66.5,91.4,71.6,96.7,41.68907836,-87.63835866,"(41.68907836, -87.63835866)",2020-250043,22,45,21861,486,45
2020,159728,Lakeside Square Apartments,Submitted Data,920 W Lakeside Pl,60640,4,FALSE,UPTOWN,Multifamily Housing,"341,201","1,690.0",6.1,1989,1,,87,"4,556,364.8","18,428,909.4",,,,82.7,115.5,86.7,119.7,41.96853167,-87.65354801,"(41.96853167, -87.65354801)",2020-159728,39,31,22616,19,37
2020,101868,300 South Wacker Property LLC,Submitted Data,300 S Wacker Dr,60606,3.5,FALSE,LOOP,Office,"609,638","4,487.3",7.5,1971,1,,75,"22,484,725.3","18,415,028.4",,,,68.1,137.0,71.6,141.7,41.87767066,-87.6371323,"(41.87767066, -87.6371323)",2020-101868,36,38,14914,92,48
2020,160319,500 Lake Shore Drive,Submitted Data,500 N Lake Shore Dr,60611,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,"892,542","3,649.4",5.1,2013,1,,82,"17,116,608.6","18,412,721.0",,,,49.6,93.8,50.9,95.3,41.892001,-87.614665,"(41.892001, -87.614665)",2020-160319,36,37,21182,534,22
2020,251245,3800 N. Lake Shore Drive,Submitted Data,3800 Lake Shore Dr,60613,4,FALSE,LAKE VIEW,Multifamily Housing,"249,095","1,510.2",6.1,1927,1,,72,"3,419,796.3","18,384,687.9",,,,87.5,115.9,92.9,121.6,41.95273621,-87.64559131,"(41.95273621, -87.64559131)",2020-251245,39,57,21186,690,37
2020,100334,,Submitted Data,860  N DEWITT PL,60611,1,FALSE,NEAR NORTH SIDE,Multifamily Housing,"136,600","1,455.2",11.7,1967,1,,3,"3,081,216.8","18,344,199.8",,,,172.8,224.9,180.5,231.3,41.89579275,-87.62247957,"(41.89579275, -87.62247957)",2020-100334,11,37,21182,158,22
2020,250035,Austin Polytechical HS -CPS,Submitted Data,231 N Pine Ave,60644,4,FALSE,AUSTIN,K-12 School,"397,258","1,771.0",4.5,1930,1,,84,"5,108,821.7","18,331,918.7",,,,59.0,84.5,62.4,88.1,41.8845591,-87.76218238,"(41.8845591, -87.76218238)",2020-250035,45,26,22216,674,11
2020,250042,Crane Achievement Academy -CPS,Submitted Data,2245 W Jackson Blvd,60612,3.5,FALSE,NEAR WEST SIDE,K-12 School,"419,415","2,633.0",6.3,1923,1,,59,"10,662,923.0","18,241,399.2",,,,68.9,116.9,72.8,120.9,41.87687683,-87.68324233,"(41.87687683, -87.68324233)",2020-250042,46,29,21184,89,48
2020,160070,777 North Michigan Condo Association,Submitted Data,777 N Michigan Ave,60611,3.5,FALSE,NEAR NORTH SIDE,Multifamily Housing,"443,907","2,346.3",6.0,1964,1,,74,"8,830,941.9","18,225,823.0",,,,68.8,111.5,71.9,114.6,41.89640687,-87.62384668,"(41.89640687, -87.62384668)",2020-160070,11,37,21182,158,22
2020,244747,Lancaster Condo Association,Submitted Data,201 N Westshore Dr,60601,3,FALSE,LOOP,Multifamily Housing,"434,100","2,378.1",7.4,2004,1,,45,"9,047,089.1","18,188,518.0",,,,84.3,137.6,88.3,141.8,41.88626693,-87.6160009,"(41.88626693, -87.6160009)",2020-244747,36,38,14309,580,22
2020,255952,Hubbard221,Submitted Data,221 W Hubbard St,60654,,TRUE,NEAR NORTH SIDE,Multifamily Housing,"358,271","1,952.6",6.2,2017,1,,,"6,328,963.0","18,165,041.7",,,,77.2,116.0,79.5,118.3,41.89213,-87.63513,"(41.89213, -87.63513)",2020-255952,36,37,4446,652,22
2020,244503,5000 East End Condominium Association,Submitted Data,5000 S East End Ave,60615,3,FALSE,KENWOOD,Multifamily Housing,"260,297","1,374.5",5.9,1928,1,,67,"2,633,310.0","18,140,642.2",,,,88.4,112.5,93.7,117.3,41.80422316,-87.58577365,"(41.80422316, -87.58577365)",2020-244503,33,5,21192,400,1
2020,159894,Oglesby Towers,Submitted Data,6700 S OGLESBY AVE,60649,2,FALSE,SOUTH SHORE,Multifamily Housing,"245,000","1,479.8",6.9,1964,1,,43,"3,308,104.5","18,140,296.6",,,,99.8,131.7,104.4,136.5,41.77311903,-87.56893205,"(41.77311903, -87.56893205)",2020-159894,33,39,22538,134,32
2020,254076,North Water Apartments & Loews Chicago Hotel,Submitted Data,340 E North Water St,60611,4,FALSE,Near North Side,Multifamily Housing,"932,299","4,315.9",5.0,2015,1,,96,"21,505,767.1","18,065,144.3",,,,46.1,92.3,47.0,93.2,41.8957877,-87.62247,"(41.8957877, -87.62247)",2020-254076,11,37,21182,158,22
2020,159659,,Submitted Data,3130 N Lake Shore Dr,60657,2.5,FALSE,LAKE VIEW,Multifamily Housing,"275,406","1,655.7",7.0,1958,1,,55,"4,460,876.4","18,063,755.8",,,,95.3,133.1,100.2,137.4,41.93859162,-87.63854993,"(41.93859162, -87.63854993)",2020-159659,25,57,4449,683,38
2020,101920,Wrigley Building,Submitted Data,410 N MICHIGAN AVE,60611,4,FALSE,NEAR NORTH SIDE,Office,"620,360","4,086.5",6.6,1921,1,,81,"20,048,696.3","18,027,982.9",,,,61.4,121.0,64.6,124.4,41.89006564,-87.62518362,"(41.89006564, -87.62518362)",2020-101920,36,37,21182,626,22
2020,100448,Hilton Chicago MM Suites,Submitted Data,198 E Delaware Pl,60611,4,FALSE,NEAR NORTH SIDE,Hotel,"358,850","2,625.3",8.3,1989,1,,88,"10,715,308.0","17,942,453.5",,,,91.0,155.1,93.3,157.2,41.89956332,-87.62215183,"(41.89956332, -87.62215183)",2020-100448,11,37,21182,233,22
2020,164922,Thorek Memorial Hospital,Submitted Data,850 W Irving Park Rd,60613,4,FALSE,UPTOWN,Hospital (General Medical & Surgical),"205,000","3,410.8",16.6,1981,2,,97,"15,756,917.7","17,915,889.6",,,,164.3,307.0,166.0,307.3,41.954528,-87.653102,"(41.954528, -87.653102)",2020-164922,39,31,21186,577,37
2020,103601,120 S LaSalle St,Submitted Data,120 S LaSalle St,60603,4,FALSE,LOOP,Office,"760,892","3,772.5",5.0,1929,1,,82,"15,899,942.2","17,882,478.9",,"6,473,903.7",,52.9,90.9,54.2,92.3,41.88035359,-87.63280586,"(41.88035359, -87.63280586)",2020-103601,36,38,14311,92,22
2020,221086,1500 Lakeshore Drive Building Corp.,Submitted Data,1500 N Lakeshore Dr,60610,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,"303,734","1,850.3",6.4,1928,1,,63,"5,806,200.4","17,774,832.5",,,,82.1,121.6,86.0,124.9,41.90981067,-87.62674615,"(41.90981067, -87.62674615)",2020-221086,34,37,14926,308,51
2020,243776,1150 Condominium Association,Submitted Data,1150 N Lake Shore Dr,60611,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,"298,653","1,607.3",6.7,1957,1,,61,"4,264,775.9","17,728,664.6",,,,91.1,126.5,96.5,132.2,41.90369999,-87.62492429,"(41.90369999, -87.62492429)",2020-243776,11,37,21182,105,22
2020,160099,The Peninsula Chicago,Submitted Data,108 E Superior St,60611,2,FALSE,NEAR NORTH SIDE,Hotel,"410,081","5,834.6",14.2,2000,1,,28,"31,352,291.5","17,725,000.1",,,,119.7,259.5,121.4,261.2,41.895753,-87.625059,"(41.895753, -87.625059)",2020-160099,36,37,21182,626,22
2020,250048,Kennedy HS / Kinzie ES -CPS,Submitted Data,6325 W 56th St,60638,2.5,FALSE,GARFIELD RIDGE,K-12 School,"233,791","2,036.7",8.7,1965,1,,33,"7,022,779.0","17,709,129.6",,,,105.8,163.6,111.8,169.9,41.79020209,-87.77942169,"(41.79020209, -87.77942169)",2020-250048,15,53,22268,590,35
2020,252328,,Submitted Data,5630 N Sheridan Ave,60660,3.5,FALSE,EDGEWATER,Multifamily Housing,"259,996","1,477.2",6.2,1957,1,,77,"3,442,472.2","17,696,679.0",,,,88.1,117.6,96.2,126.1,41.98474511,-87.65522225,"(41.98474511, -87.65522225)",2020-252328,16,76,4451,14,40
2020,244099,Trump International Hotel & Tower Chicago,Submitted Data,401 N Wabash Ave,60611,3,FALSE,NEAR NORTH SIDE,Mixed Use Property,"2,612,396","17,565.6",8.3,2008,1,,46,"106,529,175.2","17,690,999.8",,,,58.4,149.0,59.2,151.1,41.88888345,-87.62643917,"(41.88888345, -87.62643917)",2020-244099,36,37,21182,626,22
2020,240557,345 Fullerton Parkway Condominium Association,Submitted Data,345 W Fullerton Pkwy,60614,1.5,FALSE,LINCOLN PARK,Multifamily Housing,"358,151","2,359.7",8.1,1972,2,,32,"9,130,655.7","17,596,701.6",,,,91.7,151.1,96.6,157.2,41.92528034,-87.63858237,"(41.92528034, -87.63858237)",2020-240557,34,68,21190,207,51
2020,160383,,Submitted Data,2631 S Indiana Ave,60616,3.5,FALSE,DOUGLAS,Multifamily Housing,"247,000","1,638.4",6.6,1972,1,,59,"4,511,342.8","17,590,419.5",,,,89.5,125.9,93.9,130.5,41.84526992,-87.62201708,"(41.84526992, -87.62201708)",2020-160383,10,1,21194,191,48
2020,254347,Malcolm X College & School of Health Sciences,Submitted Data,1900 W JACKSON BLVD,60612,3,FALSE,Near West Side,College/University,"935,000","4,774.4",8.8,2016,1,,,"24,614,370.8","17,562,300.2",,,,77.4,160.3,79.4,162.5,41.8768705,-87.68381102,"(41.8768705, -87.68381102)",2020-254347,46,29,21184,89,48
2020,159287,Medical District Apartments,Submitted Data,901 903 S Ashland Ave,60607,3,FALSE,NEAR WEST SIDE,Multifamily Housing,"466,294","2,357.8",6.9,1971,2,,64,"9,155,582.8","17,488,328.8",,,,77.5,128.0,80.0,130.0,41.86976757,-87.66601375,"(41.86976757, -87.66601375)",2020-159287,23,29,14917,758,48
2020,159573,The Patricians,Submitted Data,401 411 W FULLERTON PKWY,60614,2,FALSE,LINCOLN PARK,Multifamily Housing,"189,852","1,462.4",7.7,1927,1,,50,"3,430,114.5","17,454,700.0",,,,110.0,147.1,114.9,152.3,41.92527418,-87.63936489,"(41.92527418, -87.63936489)",2020-159573,34,68,21190,207,51
2020,159044,Lidia Puchinska Apartments,Submitted Data,838 N Noble St,60642,4,FALSE,WEST TOWN,Multifamily Housing,"335,411","1,624.3",6.0,1965,2,,80,"4,476,113.6","17,428,859.1",,,,81.5,114.7,85.7,118.2,41.89750905,-87.66328018,"(41.89750905, -87.66328018)",2020-159044,41,25,22620,484,41
2020,250104,Mary Hartwell Catherwood Apts,Submitted Data,3920 - 3940 N Clark St,60613,3.5,FALSE,LAKE VIEW,Multifamily Housing,"240,781","1,712.6",7.1,1970,3,,60,"5,045,147.0","17,418,199.8",,,,93.3,134.6,98.2,139.8,41.95313687,-87.66201582,"(41.95313687, -87.66201582)",2020-250104,18,57,21186,725,13
2020,256538,,Submitted Data,2340 N California Ave,60647,1,FALSE,Logan Square,Multifamily Housing,"106,861","1,468.3",15.3,2018,1,,1,"3,808,348.3","17,403,934.4",,,,221.3,301.9,229.1,310.1,41.92085,-87.701615,"(41.92085, -87.701615)",2020-256538,41,23,22535,322,15
2020,165924,Lincoln Park Plaza,Submitted Data,600 W Diversey Pkwy,60614,2.5,FALSE,LAKE VIEW,Multifamily Housing,"328,617","1,938.6",7.2,1982,1,,55,"6,508,979.5","17,372,028.3",,,,88.3,134.9,92.1,138.4,41.93284849,-87.64381155,"(41.93284849, -87.64381155)",2020-165924,25,57,21190,102,38
2020,103733,International Tower,Submitted Data,8550 W Bryn Mawr Ave,60631,4,FALSE,OHARE,Office,"433,339","2,822.3",9.1,1969,1,,71,"12,172,067.6","17,370,620.0",,,,95.0,168.3,94.0,167.2,41.981083,-87.840286,"(41.981083, -87.840286)",2020-103733,29,75,22243,64,34
2020,158215,Wabash Building,Submitted Data,425 S Wabash Ave,60605,,TRUE,LOOP,Residence Hall/Dormitory,"414,585","3,334.8",8.0,2011,1,,,"15,457,449.0","17,365,688.0",,,,79.2,148.4,81.3,150.3,41.87635342,-87.62560189,"(41.87635342, -87.62560189)",2020-158215,36,38,14913,367,48
2020,251736,"Foreman HS, Edwin G -CPS",Submitted Data,3235 N Leclaire Ave,60641,3.5,FALSE,PORTAGE PARK,K-12 School,"234,393","1,453.2",6.2,1928,1,,59,"3,410,594.3","17,338,798.7",,,,88.5,118.4,104.4,136.3,41.93918272,-87.75361327,"(41.93918272, -87.75361327)",2020-251736,17,15,22618,114,27
2020,131906,,Submitted Data,6125  S KENWOOD AVE,60637,1,FALSE,WOODLAWN,Senior Living Community,"153,502","1,504.4",11.7,1975,1,,6,"3,743,228.2","17,324,460.2",,,,164.4,223.8,170.1,229.4,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2020-131906,4,9,22260,470,53
2020,242605,850 Dewitt Place Condominiums,Submitted Data,850 N Dewitt Pl,60611,3,FALSE,NEAR NORTH SIDE,Multifamily Housing,"280,100","1,513.9",5.8,1957,1,,70,"3,810,740.1","17,304,593.9",,,,80.3,109.7,84.6,113.3,41.89825692,-87.62073242,"(41.89825692, -87.62073242)",2020-242605,11,37,21182,233,22
2020,101975,Daley Center,Submitted Data,14 E Jackson Blvd,60604,,TRUE,LOOP,College/University,"371,257","2,273.2",6.1,1930,1,,,"6,953,339.0","17,289,229.8",,"5,117,699.9",,79.1,113.9,82.8,117.8,41.87849557,-87.62724664,"(41.87849557, -87.62724664)",2020-101975,36,38,14912,367,22
2020,251930,The Granville Condominum Association,Submitted Data,1134 W Granville Ave,60660,2,FALSE,EDGEWATER,Multifamily Housing,"348,150","2,135.8",8.9,2008,1,,47,"7,836,760.5","17,183,484.2",,,,103.7,165.7,110.7,173.2,41.994566,-87.659499,"(41.994566, -87.659499)",2020-251930,16,76,4451,45,3
2020,241168,3900 Lake Shore Drive Condominium Association,Submitted Data,3900 N Lake Shore Dr,60613,4,FALSE,LAKE VIEW,Multifamily Housing,"295,234","1,355.1",5.2,1959,1,,83,"2,858,986.4","17,111,200.1",,,,76.5,99.5,81.3,104.5,41.95323562,-87.6455487,"(41.95323562, -87.6455487)",2020-241168,39,57,21186,690,37
2020,159245,Maple Pointe Apartments,Submitted Data,150 W Maple St,60610,3.5,FALSE,NEAR NORTH SIDE,Multifamily Housing,"279,955","1,882.2",6.7,1996,1,,57,"6,237,249.0","17,109,876.8",,,,83.4,126.6,87.6,130.8,41.90205446,-87.63398256,"(41.90205446, -87.63398256)",2020-159245,46,37,14926,310,51
2020,230281,3440 North Lakeshore Drive,Submitted Data,3440 N Lake Shore Dr,60657,3,FALSE,LAKE VIEW,Multifamily Housing,"313,424","2,219.3",6.1,1955,1,,49,"8,418,486.0","17,047,499.6",,,,70.1,114.1,72.4,116.5,41.94435889,-87.64163127,"(41.94435889, -87.64163127)",2020-230281,25,57,4449,535,38
2020,251267,Erie on the Park Condominium Association,Submitted Data,510 W Erie St,60654,2.5,FALSE,NEAR NORTH SIDE,Multifamily Housing,"290,751","1,453.1",7.4,2002,1,,40,"3,510,313.6","17,043,798.6",,,,104.8,141.3,110.2,147.3,41.893928,-87.641583,"(41.893928, -87.641583)",2020-251267,36,37,4446,652,22
2020,250093,Judge Frederick W. Slater Apartments,Submitted Data,740 E 43rd St,60653,4,FALSE,GRAND BOULEVARD,Multifamily Housing,"248,472","1,700.7",6.8,1967,2,,72,"5,099,100.9","17,035,610.5",,,,89.1,129.5,92.3,132.9,41.81742674,-87.60782256,"(41.81742674, -87.60782256)",2020-250093,10,4,4301,583,1
2020,163619,The Grand Ohio,Submitted Data,211 E Ohio St,60611,1,FALSE,NEAR NORTH SIDE,Multifamily Housing,"720,415","5,440.9",9.6,1982,1,,18,"29,075,331.4","17,002,605.1",,,,80.9,174.4,82.1,177.5,41.89216271,-87.62132858,"(41.89216271, -87.62132858)",2020-163619,36,37,21182,159,22
2020,254316,Kindred Hospital Chicago North,Submitted Data,2544 W Montrose Ave,60618,3,FALSE,Lincoln Square,Other - Specialty Hospital,"148,775","2,836.5",19.1,2000,1,,,"12,390,312.0","16,996,988.5",,,,197.5,353.1,206.4,361.4,41.946621,-87.70269,"(41.946621, -87.70269)",2020-254316,20,22,21538,425,2
2020,251251,Union Square Condominium Association,Submitted Data,333 W Hubbard St,60654,3.5,FALSE,NEAR NORTH SIDE,Multifamily Housing,"347,216","1,962.1",6.4,1918,2,,59,"6,791,903.1","16,983,746.6",,,,77.9,120.7,81.1,124.1,41.8897341,-87.63612368,"(41.8897341, -87.63612368)",2020-251251,36,37,4446,652,22
2020,252240,Presence Center for Advanced Care,Submitted Data,331 W Surf St,60657,,TRUE,LAKE VIEW,Medical Office,"373,881","3,198.1",13.3,2015,1,,,"14,724,772.5","16,945,256.2",,,,132.0,246.0,133.3,247.3,41.93430593,-87.6384177,"(41.93430593, -87.6384177)",2020-252240,25,57,4449,153,38
2020,167641,Mason Elementary -CPS,Submitted Data,4217 W 18th St,60623,3.5,FALSE,NORTH LAWNDALE,K-12 School,"208,829","1,224.8",5.9,1972,1,,52,"2,098,970.5","16,891,489.2",,,,90.9,113.1,97.8,120.3,41.856933,-87.730587,"(41.856933, -87.730587)",2020-167641,14,30,21569,753,36
2020,101854,10 South Riverside Plaza,Submitted Data,10 S Riverside Plz,60606,4,FALSE,NEAR WEST SIDE,Office,"787,045","5,064.2",6.4,1964,1,,85,"26,703,131.6","16,881,799.8",,,,55.4,117.5,57.3,119.6,41.88124095,-87.63911942,"(41.88124095, -87.63911942)",2020-101854,36,29,14914,786,48
2020,101283,Chicago-Central,Submitted Data,4058 W Melrose St,60641,3,FALSE,IRVING PARK,Other - Specialty Hospital,"119,087","2,190.7",18.4,2000,,,,"8,296,520.6","16,865,894.3",,,,211.3,343.8,226.8,357.6,41.94024287,-87.72896111,"(41.94024287, -87.72896111)",2020-101283,21,16,22618,329,7
2020,100946,New Englewood Terrace Apartments,Submitted Data,6425 S Lowe,60621,3.5,FALSE,ENGLEWOOD,Multifamily Housing,"379,680","1,717.6",5.3,1966,1,,78,"5,278,967.5","16,825,191.1",,,,67.9,99.6,71.2,103.2,41.77724863,-87.64053938,"(41.77724863, -87.64053938)",2020-100946,4,66,21559,435,19
2020,254381,Campus Residential North Commons,Submitted Data,5500 S UNIVERSITY AVE,60637,4,FALSE,Hyde Park,Residence Hall/Dormitory,"419,219","2,775.9",6.6,2016,1,,78,"9,838,720.0","16,768,429.7",,"6,636,785.8",,79.3,122.1,81.1,124.1,41.78040086,-87.60270024,"(41.78040086, -87.60270024)",2020-254381,4,9,22260,347,53
2020,103628,1K Fulton,Submitted Data,1000 W Fulton St,60607,4,FALSE,NEAR WEST SIDE,Office,"622,779","3,561.4",6.3,1923,1,,81,"17,113,524.0","16,765,300.3",,,,60.2,116.4,60.2,116.4,41.88677646,-87.65227883,"(41.88677646, -87.65227883)",2020-103628,46,29,14917,63,41
2020,238973,Winston Towers One,Submitted Data,6933 N Kedzie Ave,60645,4,FALSE,WEST RIDGE,Multifamily Housing,"326,000","1,846.4",5.7,1965,1,,71,"6,130,202.0","16,749,213.1",,,,70.2,106.6,75.1,110.9,42.00719264,-87.70847919,"(42.00719264, -87.70847919)",2020-238973,27,20,22528,32,42
2020,160299,,Submitted Data,111 W WACKER DR,60601,1,FALSE,LOOP,Multifamily Housing,"586,825","4,175.0",9.1,2014,1,,28,"21,052,300.6","16,743,999.2",,,,82.7,167.4,85.2,171.6,41.8877093,-87.62360146,"(41.8877093, -87.62360146)",2020-160299,36,38,14309,580,22
2020,224902,209 East Lake Shore Drive,Submitted Data,209 E LAKE SHORE DR,60611,3,FALSE,NEAR NORTH SIDE,Multifamily Housing,"286,985","2,015.2",7.8,1920,1,,42,"7,216,366.5","16,735,598.8",,,,93.1,146.8,97.9,151.9,41.90090276,-87.6212397,"(41.90090276, -87.6212397)",2020-224902,11,37,21182,105,22
2020,159312,2101 South Michigan Apartments,Submitted Data,2101 S Michigan Ave,60616,4,FALSE,NEAR SOUTH SIDE,Multifamily Housing,"204,401","1,276.8",6.2,1971,1,,75,"2,488,893.8","16,725,700.1",,,,94.0,120.0,98.2,124.4,41.85376667,-87.62338606,"(41.85376667, -87.62338606)",2020-159312,9,34,21194,374,48
2020,175850,Whole Foods KBS,Submitted Data,1550 N Kingsbury St,60642,2,FALSE,NEAR NORTH SIDE,Supermarket/Grocery Store,"256,742","3,767.1",37.9,2009,1,,27,"18,449,486.5","16,712,339.5",,,,353.5,695.8,361.1,702.3,41.9085638,-87.65280194,"(41.9085638, -87.65280194)",2020-175850,46,37,22620,108,16
2020,244449,30 East Huron Condominium Association,Submitted Data,30 40 E Huron St,60611,1,FALSE,NEAR NORTH SIDE,Multifamily Housing,"633,938","5,317.2",9.6,1980,1,,15,"28,390,793.4","16,686,453.5",,,,81.1,174.5,87.0,187.3,41.89549188,-87.62634029,"(41.89549188, -87.62634029)",2020-244449,36,37,21182,626,22
2020,158387,Chicago Mag Mile Courtyard,Submitted Data,165 E Ontario St,60611,4,FALSE,NEAR NORTH SIDE,Hotel,"356,929","1,771.8",6.2,2003,1,,92,"5,683,680.6","16,657,397.5",,,,77.9,116.4,80.4,119.1,41.89313049,-87.62306158,"(41.89313049, -87.62306158)",2020-158387,36,37,21182,159,22
2020,110743,,Submitted Data,30  W OAK ST,60610,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,"210,740","1,047.5",5.8,2006,1,,82,"1,062,503.0","16,599,038.2",,,,98.5,113.8,103.4,118.9,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2020-110743,46,37,14926,148,41
2020,238355,Museum Park Tower 1 Condominium Association,Submitted Data,1322 S Prairie Ave,60605,1.5,FALSE,NEAR SOUTH SIDE,Multifamily Housing,"379,033","2,272.4",8.1,2001,1,,40,"8,931,101.0","16,540,841.8",,,,91.2,151.7,95.5,156.2,41.86523298,-87.62167499,"(41.86523298, -87.62167499)",2020-238355,9,34,14913,374,48
2020,251282,1100 N Dearborn St,Submitted Data,1100 N Dearborn St,60610,3,FALSE,NEAR NORTH SIDE,Multifamily Housing,"179,090","1,312.9",7.3,1930,1,,49,"2,787,405.5","16,527,478.1",,,,107.9,140.5,114.2,146.5,41.90201818,-87.63035975,"(41.90201818, -87.63035975)",2020-251282,11,37,14926,310,22
2020,250150,Reid Murdoch Center,Submitted Data,315 - 331 N LaSalle St,60654,2.5,FALSE,NEAR NORTH SIDE,Office,"335,281","3,714.5",11.1,1912,1,,39,"18,184,141.4","16,502,599.3",,,,103.5,203.5,106.6,206.8,41.88810068,-87.63181582,"(41.88810068, -87.63181582)",2020-250150,36,37,4446,670,22
2020,244931,Metropolitan Place Condominium Association,Submitted Data,130 S Canal St,60606,4,FALSE,NEAR WEST SIDE,Multifamily Housing,"574,600","2,151.6",3.7,1949,1,,97,"8,173,555.3","16,491,411.6",,,,42.9,70.0,44.8,71.7,41.87963192,-87.64039396,"(41.87963192, -87.64039396)",2020-244931,36,29,14914,786,48
2020,160394,Lawrence House,Submitted Data,1020 W LAWRENCE AVE,60640,1,FALSE,UPTOWN,Multifamily Housing,"188,837","2,091.6",11.1,1935,1,,15,"7,798,569.4","16,463,811.2",,,,128.5,207.2,133.0,212.6,41.96910577,-87.65595452,"(41.96910577, -87.65595452)",2020-160394,39,31,22616,634,37
2020,160184,29 E. Madison LLC,Submitted Data,29 E Madison St,60602,3.5,FALSE,LOOP,Office,"240,076","2,794.6",11.6,1904,1,,54,"12,308,616.3","16,447,909.5",,,,119.8,215.5,124.9,220.9,41.88182922,-87.6266992,"(41.88182922, -87.6266992)",2020-160184,36,38,14311,367,22
2020,160300,750 N. Rush,Submitted Data,750 N Rush St,60611,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,"355,000","2,094.8",6.4,1992,1,,66,"7,828,605.5","16,436,725.2",,,,74.7,120.5,77.7,124.0,41.89632,-87.625538,"(41.89632, -87.625538)",2020-160300,36,37,21182,626,22
